header,content,is_substantive,function,topic,source_jurisdiction_type,state,city,county,enforcement_discretion,opacity,paternalism,problem_salience
## § 152.061 DESIGN PLANS.,"(A) It shall be the responsibility of the developer of every proposed subdivision to have prepared by the Design Engineer, a complete set of construction plans, including profiles, cross-section, specifications, and other supporting data, for all required public streets, utilities, and other facilities. Such construction plans shall be based on preliminary plans which have been approved with the preliminary plat. Construction plans are subject to approval by the responsible public agencies.

(B) All construction plans shall be prepared in accordance with any standards, specifications, or drawings adopted by the Commission:

(1) Earthwork quantities including excavation -borrow - which indicate mass balance or import to support the alignment;

(2) Sufficient cross-sections at major earthwork areas to assure that adequate slope easements are being granted. The county may, at its option, request additional cross-sections in areas of particular concern. The Design Engineer shall be responsible for providing said cross-sections;

(3) Drainage patterns and all culvert locations; and

(4) Road names and traffic control methods, including, but not necessarily limited to, stop signs, yield signs, warning signs, and the like.

(Ord. 95-3, passed 9-25-1995; Ord. 1995-3, passed 9-25-1995)",True,Rules,Other,counties,id,,franklincounty,-0.6669921875,0.71728515625,-0.495849609375,-0.61083984375
## § 152.062 FINAL CERTIFICATION.,"Upon completion of construction and prior to probationary acceptance, the Design Engineer shall submit “as constructed” road plans and shall certify that the roads have been designed and constructed in accordance with the plans and specifications approved by the county. The “as constructed” road plans shall also show the location and depth of all utility lines.

(Ord. 95-3, passed 9-25-1995; Ord. 1995-3, passed 9-25-1995)",True,Rules,Buildings,counties,id,,franklincounty,-1.4423828125,-0.73974609375,-0.7900390625,-1.22265625
## § 152.063 INSPECTIONS.,"The county reserves the right to inspect the project at any time.

(Ord. 95-3, passed 9-25-1995; Ord. 1995-3, passed 9-25-1995)",True,Rules,Buildings,counties,id,,franklincounty,-0.56982421875,-1.00390625,-0.6728515625,-1.173828125
## § 152.075 GENERALLY.,"Every developer shall be required to install the following improvements in accordance with the conditions and specifications as follows.

(A) Monuments. Monuments shall be set in accordance with Idaho Code § 50-1303, and pursuant to the standard specifications or drawings as adopted by the Commission.

(B) Streets and alleys. All streets and alleys shall be constructed in accordance with the standards and specifications adopted by the Commission.

(C) Curbs and gutters. Vertical curbs and gutters as set forth in the standards, specifications, and drawings adopted by the Commission shall be constructed by the developer on all streets within the subdivision.

(D) Sidewalks and pedestrian walkways. Sidewalks, constructed according to standard specifications and drawings adopted by the Commission, shall be required on both sides of a street. Pedestrian walkways, when required, shall have easements at least eight feet in width and include a paved walk at least four feet in width. All sidewalks and crosswalks and pedestrian walkways shall be constructed in accordance with the standard specifications and drawings as adopted by the Commission.

(E) Streets, sidewalks, and the like. Asphalt streets, curb, gutter, and sidewalks shall be provided in all subdivisions with lots less than one acre. If the subdivision adjoins subdivisions with improvements installed, those improvements will be continued in the proposed subdivision regardless of lot size.

(F) Public utilities. The developer shall cause to be constructed public utility lines to the front of all lots within a proposed subdivision, said utilities to include at a minimum, electricity and telephone. Underground utilities shall be required. In large lot subdivisions, consideration will be given to alternative utility placement if warranted by special circumstances and supported by the utility company involved.

(G) Storm drainage. An adequate storm drainage system shall be required in all subdivisions. The type, extent, location, and capacity of said drainage facilities shall be designed by the Design Engineer employed by the developer, and approved by the Commission. Construction shall follow the specifications and drawings as may be approved by the Commission for storm water drainage.

(H) Water supply and sewer system. All water supply or sewer system (serving two or more separate premises or households) shall be constructed in accordance with any plans and specifications as may be approved by the Commission as well as specifications and regulations of the State/District Health Department. All new water supply or sewer systems shall be an extension of an existing public system whenever possible. In the event that the proposed water system or sewer system is not an extension of an existing public system, there shall be a showing of the developer that the extension is not feasible and not to the best interest of the District Health Department or other appropriate state agency for approval.

(I) Maintenance and operation of water supply and sewer systems. The developer shall provide for a perpetual method of maintenance and operation of the water supply or sewer system (serving two or more separate premises or households) to ensure the continued usefulness of the system.

(J) Fire hydrants and water mains. Adequate fire protection shall be required in accordance with the appropriate fire district standards.

(K) Street name signs. Street name signs shall be placed at each street intersection in accordance with county standards.

(L) Street lighting. Street lights shall be installed at intersections throughout the subdivision. A developer shall conform to the requirements of the Commission and the public utility providing such lighting.

(Ord. 95-3, passed 9-25-1995; Ord. 1995-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,-0.1943359375,0.8388671875,0.3251953125,-0.034820556640625
## § 152.076 PRIVATE ROADS AND STREETS.,"(A) As assurance of adequate maintenance of private streets or private access right-of-way and other improvements on private lands where so required, the subdivider shall cause to be formed, prior to the recording of the final plat, a community association, and shall establish rules and covenants outlining the purpose, organization, and operation of the road maintenance association.

(B) Such rules and covenants shall provide, among other things, but not limited to, the following:

(1) Membership shall be mandatory for each lot purchaser and any successive buyer;

(2) The maintenance of such private streets, private access right-of-way, or other improvements must be permanent, not for just a period of years;

(3) The developer or original owner(s) shall be responsible for the maintenance of all road and other improvements until more than 50% of the lots in the development are sold. The developer may, however, on a pro rata basis, assess the purchase of the property for such up keep;

(4) All of the following conditions must be complied with to have private roads in a minor or major subdivision.

(a) The road design plans must be submitted for review with the final plat or the minor partition plat. Estimates for the cost of construction must be submitted with the plans. The Design Engineer must certify that the road, if built to the specifications in the plans, will be a usable and passable, all-weather road. The road must be approved by the county as to
width and grade.

(b) Private roads must be completed to every lot before the final plat is approved or a bond will be posted and construction will be completed within one year of approval. See §§ 152.090 to 152.096 for financial guarantee arrangements. After the private roads are completed, a Design Engineer appointed by the Commission shall inspect the road system and file a report with the Commission. The Commission may, after review of this report, and upon finding that all private roads in the system are complete as designed and reasonably constructed and having found that provision has been made for continued maintenance by the developer and/or lot owners, approve the private road system. This approval is not an acceptance of the road as a dedicated public road.

(c) The developer must incorporate a provision in each prospectus, sales contract, and deed detailing that the roads accessing the lots are private, subject to tenant maintenance, are not accepted by the county, and that the county is not responsible for construction, completion, or maintenance of the roads in the event the roads are not completed or are unacceptable to the lot purchasers for whatever reason.

(d) The developer must place the following words on the plat: “The roads in the subdivision are private roads, are privately constructed and maintained. Franklin County has no responsibility for construction, maintenance, or snow removal upon or along these roads”.

(e) The developer shall place and maintain a sign, at least 18 inches by 24 inches in size, at all entry points to the private road system which states, “All roads beyond this point are private”.

(5) All private road rights-of-way shall be at least 60 feet.

(Ord. 95-3, passed 9-25-1995; Ord. 1995-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,0.0123748779296875,0.98974609375,0.149169921875,0.1534423828125
## § 152.077 SUBDIVISIONS WITHIN ESTABLISHED AREAS OF IMPACT.,"Any subdivision within an established area of impact of any municipality in the county shall construct the following improvements.

(A) Culinary water. If the municipality for the area of impact in question has a functioning culinary water system, the subdivision shall have culinary water lines installed to each lot within the subdivision, with a main culinary water supply line installed to the edge of the subdivision nearest the culinary water delivery system of the municipality. Culinary water lines to the lots within the subdivision shall include adequate in-ground facilities to accommodate future placement of a water metering device. All culinary water infrastructure shall be compatible with the culinary water infrastructure of the municipality in question.

(B) Waste water treatment. If the municipality for the area of impact in question has a functioning wastewater treatment system, the subdivision shall have wastewater disposal lines installed to each lot within the subdivision, with a main wastewater disposal line installed to the edge of the subdivision nearest the wastewater disposal system of the municipality. All wastewater infrastructure shall be compatible with the wastewater infrastructure of the municipality in question.

(Ord. 2006-2, passed 3-16-2006)",True,Rules,Zoning,counties,id,,franklincounty,-0.95068359375,-0.008087158203125,-0.22607421875,-0.12469482421875
## § 152.078 SUBDIVISIONS IN OTHER SERVICE AREAS.,"Any subdivision of five lots or more in which any part of the subdivision is adjacent to, or within the service area of a culinary water system or a waste water treatment system, shall have the necessary culinary water and/or waste water infrastructure installed to each lot in the subdivision, with main lines installed to the edge of the subdivision closest to the culinary and/or wastewater system in question, with all infrastructure compatible with the culinary and/or wastewater system(s) in the area in question.

(Ord. 2006-2, passed 3-16-2006)",True,Rules,Buildings,counties,id,,franklincounty,-0.74853515625,-0.43896484375,-0.60888671875,-0.28662109375
## § 152.090 IMPROVEMENTS REQUIRED.,"At the time of recording the final plat, the developer shall have previously constructed all required improvements and secured a certificate of completion from the Commission.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Other,counties,id,,franklincounty,-1.3212890625,-0.92333984375,-0.229248046875,-0.83935546875
## § 152.091 FINANCIAL GUARANTEE ARRANGEMENTS.,"In lieu of the actual installation of the required public improvements before filing of the final plat, the Commission may permit the developer to provide a financial guarantee of performance in one or a combination of the following arrangements.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,-0.58935546875,-0.10247802734375,-0.5654296875,-0.86572265625
## § 152.092 SURETY BOND.,"(A) Accrual. The bond shall accrue to the Commission covering construction, operation, and maintenance of the specific public improvement.
(B) Amount. The bond shall be in amount equal to 110% of the total estimated cost for completing construction of the specific public improvement, as estimated by the county and approved by the Commission.

(C) Term length. The term length in which the bond is in force shall be for a period to be specified by the Commission for the specific public improvement.

(D) Bonding for surety company. The bond shall be with a surety company authorized to do business in the State of Idaho, acceptable to the Commission.

(E) Escrow agreement. The escrow agreement shall be drawn and furnished by the Commission.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Buildings,counties,id,,franklincounty,-1.5068359375,-0.0048980712890625,-0.95068359375,-1.0634765625
"## § 152.093 CASH DEPOSIT, CERTIFIED CHECK, AND THE LIKE.","(A) Treasurer, escrow agent, or trust company. A cash deposit, certified check, cashier’s check, or an irrevocable bank letter of credit, such surety acceptable by the Commission, shall be deposited with an escrow agent or trust company.

(B) Escrow time. The escrow time for the cash deposit, certified check, cashier’s check, or irrevocable bank letter of credit shall be for a period to be specified by the Commission.

(C) Progressive payment. In the case of cash deposits or certified checks, an agreement between the Commission and the developer may provide for progressive payment out of the cash deposit or reduction of the certified check, cashier’s check, or irrevocable bank letter of credit, to the extent of the cost of the contemplated portion of the public improvement, in accordance with a previously entered into agreement.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Other,counties,id,,franklincounty,-0.66552734375,-0.01352691650390625,-0.76171875,-0.7392578125
## § 152.094 CONDITIONAL APPROVAL OF FINAL PLAT.,"With respect to financial guarantees, the approval of all final subdivision plats shall be conditioned on the accomplishment of one of the following.

(A) The construction of improvements required by this chapter shall have been completed by the developer and approved by the Commission.

(B) Surety acceptable to the Commission shall have been filed in the form of a cash deposit, certified check, cashier’s check, irrevocable bank letter of credit, or surety bond, in an amount equal to 110% of the estimated cost of the improvements as determined by the county or Commission.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,-1.0771484375,-0.06182861328125,-0.7373046875,-0.7158203125
## § 152.095 INSPECTION OF PUBLIC IMPROVEMENTS UNDER CONSTRUCTION.,"(A) Before approving a final plat and construction plans and specifications for public improvements, an agreement between the developer and Commission shall be made to provide for checking or inspecting the construction and its conformity to the submitted plans.

(B) County inspection of construction will be performed by a professional engineer retained by the county.

(C) The cost of these inspection services will be borne by the developer and will be reimbursed to the county before final approval of the final plat. This inspection does not relieve the developer responsibility under § 152.056.

(D) Within 35 days after completion of improvements, the Commission shall certify the completion acceptance or non-acceptance of the construction and shall transmit a copy of said certification to the developer.

(Ord. 95-3, passed 9-25-1995; Ord. 1995-3, passed 9-25-1995)",False,Process,,counties,id,,franklincounty,-0.6025390625,-0.090576171875,-0.320068359375,-0.00909423828125
## § 152.096 PENALTY FOR FAILURE TO COMPLETE THE CONSTRUCTION OF A PUBLIC IMPROVEMENT.,"(A) In the event the developer shall, in any case, fail to complete such work within the period of time as required by the conditions of the guarantee for the completion of public improvements, the Commission may use any proceeds of the surety bond or other financial guarantee posted by the developer for the completion of said public improvements. In order to accomplish this, the Commission shall reimburse itself for the cost and expense thereof by appropriating the cash deposit, certified check, irrevocable bank letter of credit, or cashier’s check which the developer may have deposited in lieu of a surety bond, or may take such steps as may be necessary to require performance by the bonding or surety company, and as included in a written agreement between the Commission and the developer.

(B) In the event the developer fails to construct said improvements as required, and the Commission finds it necessary to use the financial guarantee funds for completion of said improvement, the same shall not relieve the developer, his or her agents, officers, or employees from liability for completion of the same or for restitution to the Commission and county for costs of construction of said improvements.

(Ord. 95-3, passed 9-25-1995)",True,Enforcement,Other,counties,id,,franklincounty,-0.0687255859375,0.61181640625,-0.265380859375,0.446533203125
# § 152.110 PLANNED UNIT DEVELOPMENT SUBDIVISIONS.,"(A) General. Planned unit development shall be subject to all provisions within this chapter.

(B) Minimum area. A planned unit development for the following principal uses shall contain an area of not less than:

(1) Three acres or one city block for residential use, except for a mobile home subdivision;

(2) Five acres for mobile home subdivisions;

(3) Five acres for residential use with subordinate commercial use;

(4) Ten acres for commercial use; and

(5) Ten acres for industrial use.

(C) Site development plan. The developer shall provide the Commission with a colored rendering of adequate scale to show the completed development that will include at least the following:

(1) Architectural style and building design;

(2) Building materials and color;

(3) Landscaping;

(4) Screening;

(5) Garbage areas;

(6) Parking; and

(7) Open space.

(D) Private streets. Private street construction standards shall be the same as those required for public streets dedicated to the county.

(E) Home owners’ association. The home owners’ association bylaws and other similar deed restrictions, which provide for the control and maintenance of all common areas, recreation facilities, or open space shall meet with the approval of the Commission. Any and all power as specified in such agreements may also be assigned to the Commission for the purpose of assessing property for delinquencies and enforcement of motor vehicle speed to protect the best interest of the owners involved and of the general public.

(F) Storage areas.

(1) Storage areas shall be provided for the anticipated needs of boats, campers, and trailers. For typical residential development, one adequate space shall be provided every two living units.

(2) This may be increased or reduced by the Commission if there is a showing that the needs of a particular development are more or less.

(G) Parking space. One additional parking space shall be required for every three dwelling units to accommodate visitor parking.

(H) Open space. The location of open space shall be appropriate to the development and shall be of such shape and area to be usable and convenient to the residents of the development.

(I) Control during development. Single ownership or control during development shall be required and a time limit may be imposed to guarantee the development is built and constructed as planned.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,0.68994140625,0.492919921875,0.58349609375,-0.51318359375
# § 152.111 SUBDIVISION WITH A FLOODPLAIN.,"(A) Flood areas. For any proposed subdivision that is located with a floodplain, the developer shall provide the Commission with a development plan of adequate scale and supporting documentation that will show and explain at least the following:

(1) Location of all planned improvements;

(2) The location of the floodway and the floodway fringe per engineering practices as specified by the Army Corps of Engineers;

(3) The location of the present water channel;

(4) Any planned re-routing of waterways;

(5) All major drainageways;

(6) Areas of frequent flooding;
(7) Means of flood-proofing buildings; and

(8) Means of insuring loans for improvements within the floodplain.

(B) Justification for development.

(1) Upon the determination that buildings are planned within the floodplain or that alterations of any kind are anticipated within the floodplain area that will alter the flow of water, the developer shall demonstrate conclusively to the Commission that such development will not present a hazard to life, limb, or property; will not have adverse effects on the safety, use, or stability of a public way or drainage channel or the natural environment.

(2) (a) No subdivision or part thereof shall be approved if levees, fill structures, or other features within the proposed subdivision will individually or collectively significantly increase flood flows, heights, or damages.

(b) If only part of the proposed subdivision can be safely developed, the Commission shall limit development to that part and shall require that development proceed consistent with that determination.

(c) No sewage disposal systems or water supply sources shall be located within a floodplain.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,0.279296875,0.69482421875,0.94775390625,1.732421875
## § 152.112 MOBILE HOME PARK AND RECREATIONAL VEHICLE PARK.,"All mobile home parks and recreational vehicle parks shall be constructed, operated, and maintained pursuant to the standards set forth in this chapter.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,-0.513671875,-1.3349609375,-0.057464599609375,-0.845703125
## § 152.125 APPLICATION PROCEDURE.,"Any property owner desiring to vacate an existing subdivision, public right-of-way, or easement, or desiring to dedicate a street right-of-way or easement shall complete and file an application with the Commission. These provisions shall not apply to the widening of any street or the dedication of streets, rights-of-way, or easements to be shown on a recorded subdivision.

(Ord. 95-3, passed 9-25-1995)",False,Process,,counties,id,,franklincounty,-0.78466796875,-0.86083984375,-0.98828125,-0.96728515625
## § 152.126 ACTION.,"(A) Commission recommendation. The Commission shall review the request and all agencies response and make a recommendation to the Commission for either approval, conditional approval, or denial.

(B) Commission action.

(1) (a) When considering an application for vacation procedures, the Commission shall establish a date for a public hearing and give such public notice as required by law.

(b) The Commission may approve, deny, or modify the application.

(c) Whenever public rights-of-way or lands are vacated, the Commission shall provide adjacent property owners with a quit claim deed for the vacated rights-of-way in such proportions as are prescribed by law; however, with regard to the vacation of county roads, state statutory law shall prevail over the terms and conditions hereof.

(2) (a) When considering an application for dedication procedures the Commission may approve, deny, or modify the application.

(b) When a dedication is approved, the required street improvements shall be constructed or a bond furnished assuring the construction prior to acceptance of the dedication of land.

(c) The owner shall furnish to the Commission a deed describing and conveying such lands to be recorded with the County Recorder.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,-0.66650390625,0.2744140625,-1.125,-0.78857421875
## § 152.140 PURPOSE.,"The Commission may recommend to the Commission as a result of unique circumstances a variance from strict compliance with specified provisions or requirements of this chapter or that application of such provision or requirement is impracticable.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Other,counties,id,,franklincounty,-0.353515625,0.07403564453125,-0.96240234375,-1.1650390625
## § 152.141 FINDINGS.,"No variance shall be favorably acted upon by the Commission unless there is a finding upon recommendation by the Commission that all of the following exists:

(A) There are such special circumstances or conditions affecting the property that the strict application of the provisions of this chapter would clearly be impracticable or unreasonable. In such cases, the developer shall first state his or her reasons in writing as to the specific provisions or requirements involved;

(B) Strict compliance with the requirements of this chapter would result in extraordinary hardship or that these conditions would result in inhibiting the achievement of the objectives of this chapter;

(C) The granting of the specified variance will not be detrimental to the public welfare or injurious to other property in the area in which the property is situated;

(D) Such variance will not violate the provisions of the Idaho Code;

(E) Such variance will not have the effect of nullifying the interest and purpose of this chapter; and

(F) The fact that an owner or developer could realize a greater financial return by use of this property that is contrary to these regulations is not a sufficient reason for change. Hardship cannot be proved where it can be shown that the property was purchased with the knowledge of existing restrictions, nor can hardship be claimed in items of prospective sales or potential customers.

(Ord. 95-3, passed 9-25-1995)",True,Rules,Zoning,counties,id,,franklincounty,0.3642578125,0.98876953125,0.233642578125,0.496826171875
### § 152.155 APPLICATION TO INCLUDE ACOS.,"Prospective developers of all subdivisions, including minor subdivisions, shall submit, as part of the initial application, all existing ACOs within one-half mile of the parameters of the proposed subdivision.

(Ord. 2002-4, passed 8-26-2002)",True,Rules,Zoning,counties,id,,franklincounty,-0.97705078125,-0.81201171875,-0.54931640625,-0.94189453125
### § 152.156 NOTICE AND HEARING.,"Prior to approval of any subdivision whose parameters are within one-half mile of an existing ACO, the Planning and Zoning Commission shall give notice as required by law, and shall hold a hearing as required by law, to allow the owners of such ACOs an opportunity to be heard prior to the approval of said subdivision application.

(Ord. 2002-4, passed 8-26-2002)",False,Process,,counties,id,,franklincounty,-0.68505859375,-0.44970703125,-0.6884765625,-0.53369140625
### § 152.999 PENALTY.,"(A) (1) No subdivision plat required by this chapter or the Idaho Code shall be admitted to the public land records of the county or recorded by the County Recorder until such subdivision plat has received final approval by the Commission. The Prosecuting Attorney shall, in addition to taking whatever criminal action deemed necessary, take steps to civilly enjoin any violation of this chapter. Before the Prosecuting Attorney shall take any action, the Commission shall first authorize any criminal or civil action against the party concerned.

(2) Any person, firm, or corporation using an unimproved and unrecorded plat in the sale of subdivided land or violating any of the terms or provisions of this chapter shall be guilty of a misdemeanor and, upon conviction, shall be punished by a fine of not more than $300 or imprisonment for not more than six months, or by both such fine and imprisonment. Each day that a violation is permitted to exist shall constitute a separate offense.

(B) Any person convicted of violation of §§ 152.155 and 152.156 is guilty of a misdemeanor and is punishable by imprisonment in the county jail for a time not exceeding six months, or by a fine not exceeding $300, or by both. Each day a violation continues shall be considered a separate offense.

(Ord. 95-3, passed 9-25-1995; Ord. 2002-4, passed 8-26-2002)",True,Enforcement,Zoning,counties,id,,franklincounty,0.82958984375,0.58935546875,0.147216796875,1.7998046875
### § 153.001 PURPOSE.,"(A) This subchapter establishes the purpose of this chapter, identifies the enabling statute pursuant to which it is adopted, repeals conflicting ordinances, establishes certain vested rights during the transition from the previous ordinance, provides rules for the continuation of nonconforming uses, and establishes rules for its interpretation.
(B) The purpose of this chapter shall be to promote the health, safety, and general welfare of the people of the county by fulfilling the purposes and requirements of Idaho Code Title 67, Chapter 65 and implementing the comprehensive plan. Specific statements of purpose accompany selected provisions of this chapter, but the comprehensive plan provides the full statement of the county’s purpose and intent in planning and zoning activities.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",False,Context,,counties,id,,franklincounty,-1.1904296875,0.6630859375,-0.84814453125,-0.0167083740234375
## § 153.002 AUTHORITY.,"(A) This chapter is adopted pursuant to the authority granted by the Local Planning Act of 1975.

(B) It includes the zoning ordinance required by Idaho Code § 67 and the subdivision ordinance required by Idaho Code § 67-6513.

(C) It also fulfills the other requirements of the Local Planning Act, including the provision for variances required by Idaho Code § 67-6516, the adoption of procedures for processing permits required by Idaho Code § 67-6519, and the adoption of a hearing procedure required by Idaho Code § 67-6534.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",False,Context,,counties,id,,franklincounty,-1.224609375,0.95556640625,-1.3388671875,-1.2080078125
## § 153.003 VESTED RIGHTS.,"A vested right is the right to proceed with development under a previous set of regulations, or the right to proceed under this chapter, pursuant to a development agreement.

(A) Vested rights to proceed with development initiated prior to the adoption of this County Development Code shall be established only by:

(1) Having previously received approval for a minor partition or Class I preliminary plat, and/or a final plat under the previous subdivision ordinance, prior to the adoption of this Development Code;

(2) Having properly submitted a completed application for minor partition, preliminary plat, or combined preliminary/final plat under the previous subdivision ordinance, prior to the adoption of this Development Code (applications will be deemed complete by the Administrator); or

(3) Having properly recorded a minor partition or final plat prior to the adoption of this Development Code.

(B) Vested rights to proceed with development under the provisions of this chapter shall be established only by:

(1) Recording a final plat in full compliance with its provisions;

(2) Executing a development agreement in full compliance with its provisions; or

(3) Obtaining a preliminary subdivision/plat approval, such vested rights expire with the subdivision approval.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Ord. passed 2-12-2024; Am. Ord. 2025-09-08, passed 9-8-2025)",True,Rules,Zoning,counties,id,,franklincounty,-0.71826171875,0.68212890625,-0.94970703125,-0.82080078125
## § 153.004 NONCONFORMING USES.,"A nonconforming use is a use that was in existence on the effective date of this Development Code, but does not comply with one or more of its requirements of this code at date of adoption. Nonconforming uses may continue subject to the rules established herein. While the purpose of these rules is to help eliminate nonconforming uses, it is recognized that routine maintenance and repair and, in some cases, a change of occupancy to another nonconforming use are necessary to prevent community blight - see definition in § 153.011.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",False,Context,,counties,id,,franklincounty,-0.2340087890625,0.412353515625,-0.515625,-0.513671875
## § 153.005 JURISDICTION.,"This Development Code shall apply to the subdividing and development of all land within the un- incorporated areas of Franklin County, Idaho, including any City Area of Impact, unless otherwise specifically negotiated and accepted by the county.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",False,Context,,counties,id,,franklincounty,-0.326904296875,-0.30810546875,-1.0458984375,-1.0947265625
## § 153.006 MOST RESTRICTIVE STANDARDS APPLY.,"When future ordinances, or state or federal law, impose additional standards on activities governed by this chapter, the most restrictive standard shall apply.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",True,Rules,Other,counties,id,,franklincounty,-0.74462890625,-0.08837890625,-0.64453125,-0.62060546875
## § 153.007 CONFLICT WITH PRIVATE AGREEMENTS.,"This chapter does not nullify easements, covenants, deed restrictions, and similar private agreements; but where any such private agreement imposes standards that are less restrictive than those adopted here, this chapter shall apply.
(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",True,Rules,Zoning,counties,id,,franklincounty,-1.0849609375,-0.427734375,-0.71435546875,-0.98193359375
## § 153.008 BURDEN OF PROOF.,"The burden of proof shall, in all proceedings pursuant to this chapter, rest with the developer.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",True,Rules,Other,counties,id,,franklincounty,-0.951171875,-1.0361328125,-0.87353515625,-0.9345703125
## § 153.009 INTERPRETATION.,"All ordinance provisions shall be interpreted as the minimum requirements necessary to protect the public health, safety, and general welfare as implied by Idaho Code § 67-65, the Local Planning Act and the current issue of the comprehensive plan. This chapter is designed for consistency with the comprehensive plan and should be construed to achieve that plan’s purposes and intent.

(Ord. 2007-8-13, passed 3-11-2019; Am. 2-28-2022; Am. Ord. 2025-09-08, passed 9-8-2025)",False,Context,,counties,id,,franklincounty,-1.0146484375,0.40234375,-0.005535125732421875,-0.03839111328125
## § 153.010 LIABILITY.,"No individual, including BOCC or commission members, or other county employees, who acts in good faith and without malice in the performance of duties assigned by this chapter shall be held liable for errors or omissions in its administration. A suit brought against such an individual shall be defended by the county and any judgement resulting from such a suit shall be the liability of the county.

(Ord. 2025-09-08, passed 9-8-2025)",True,Enforcement,Other,counties,id,,franklincounty,-1.12890625,-0.7890625,-0.40771484375,-0.349853515625
